"Posición (m) Serie Nº 1";"Fuerza (N) Serie Nº 1"
0,32;-10,069
0,32;-10,096
0,32;-10,094
0,32;-10,057
0,32;-10,044
0,32;-10,082
0,32;-10,123
0,32;-10,121
0,32;-10,098
0,32;-10,108
0,32;-10,142
0,32;-10,176
0,32;-10,166
0,32;-10,166
0,32;-10,191
0,32;-10,209
0,32;-10,210
0,32;-10,178
0,32;-10,178
0,32;-10,214
0,32;-10,234
0,32;-10,255
0,32;-10,260
0,32;-10,239
0,32;-10,194
0,32;-10,155
0,32;-10,125
0,32;-10,099
0,32;-10,091
0,32;-10,099
0,32;-10,085
0,32;-10,032
0,32;-9,994
0,32;-10,015
0,32;-10,021
0,32;-10,023
0,32;-10,019
0,32;-10,001
0,32;-9,978
0,32;-9,958
0,32;-9,962
0,32;-9,969
0,32;-9,931
0,32;-9,933
0,32;-9,960
0,32;-9,947
0,32;-9,933
0,32;-9,974
0,32;-10,008
0,32;-10,078
0,32;-10,114
0,32;-10,126
0,32;-10,116
0,32;-10,112
0,32;-10,105
0,32;-10,092
0,32;-10,101
0,32;-10,121
0,32;-10,144
0,32;-10,157
0,32;-10,162
0,32;-10,142
0,32;-10,099
0,32;-10,078
0,32;-10,091
0,32;-10,114
0,32;-10,114
0,32;-10,094
0,32;-10,064
0,32;-10,026
0,32;-9,978
0,32;-9,906
0,32;-9,913
0,32;-9,937
0,32;-9,944
0,32;-9,985
0,32;-10,023
0,32;-9,985
0,32;-9,994
0,32;-10,019
0,32;-10,017
0,32;-10,030
0,32;-10,055
0,32;-10,083
0,32;-10,099
0,32;-10,108
0,32;-10,125
0,32;-10,142
0,32;-10,155
0,32;-10,142
0,32;-10,091
0,32;-10,037
0,32;-10,012
0,32;-10,005
0,32;-9,974
0,32;-10,006
0,32;-9,998
0,32;-9,974
0,32;-9,996
0,32;-10,014
0,32;-10,046
0,32;-10,083
0,32;-10,080
0,32;-10,051
0,32;-10,023
0,32;-10,019
0,32;-10,024
0,32;-10,008
0,32;-10,006
0,32;-10,015
0,32;-9,992
0,32;-9,967
0,32;-9,985
0,32;-9,998
0,32;-10,028
0,32;-10,067
0,32;-10,062
0,32;-10,017
0,32;-9,958
0,32;-9,973
0,32;-9,983
0,32;-9,990
0,32;-9,989
0,32;-9,967
0,32;-9,964
0,32;-9,960
0,32;-9,971
0,32;-9,981
0,32;-9,987
0,32;-9,969
0,32;-9,953
0,32;-9,956
0,32;-9,971
0,32;-9,969
0,32;-9,981
0,32;-9,980
0,32;-9,971
0,32;-9,958
0,32;-9,956
0,32;-9,960
0,32;-9,964
0,32;-9,937
0,32;-9,946
0,32;-9,971
0,32;-9,965
0,32;-9,951
0,32;-9,973
0,32;-9,978
0,32;-9,973
0,32;-9,969
0,32;-9,967
0,32;-9,962
0,32;-9,956
0,32;-9,946
0,32;-9,946
0,32;-9,956
0,32;-9,969
0,32;-9,971
0,32;-9,985
0,32;-9,978
0,32;-9,953
0,32;-9,958
0,32;-9,994
0,32;-10,015
0,32;-10,039
0,32;-10,058
0,32;-10,055
0,32;-10,032
0,32;-10,008
0,32;-9,994
0,32;-9,998
0,32;-10,014
0,32;-10,039
0,32;-10,019
0,32;-9,940
0,32;-9,953
0,32;-10,003
0,32;-10,024
0,32;-9,962
0,32;-9,978
0,32;-9,983
0,32;-9,996
0,32;-9,998
0,32;-9,983
0,32;-9,985
0,32;-9,989
0,32;-9,969
0,32;-9,942
0,32;-9,983
0,32;-9,974
0,32;-9,946
0,32;-9,935
0,32;-9,944
0,32;-9,944
0,32;-9,964
0,32;-9,967
0,32;-9,960
0,32;-9,937
0,32;-9,931
0,32;-9,926
0,32;-9,924
0,32;-9,937
0,32;-9,946
0,32;-9,922
0,32;-9,933
0,32;-9,924
0,32;-9,928
0,32;-9,940
0,32;-9,933
0,32;-9,903
0,32;-9,905
0,32;-9,888
0,32;-9,885
0,32;-9,897
0,32;-9,885
0,32;-9,892
0,32;-9,887
0,32;-9,878
0,32;-9,885
0,32;-9,896
0,32;-9,937
0,32;-9,983
0,32;-10,017
0,32;-10,028
0,32;-10,017
0,32;-10,014
0,32;-10,019
0,32;-10,024
0,32;-10,015
0,32;-9,994
0,32;-9,976
0,32;-9,971
0,32;-9,967
0,32;-9,964
0,32;-9,944
0,32;-9,931
0,32;-9,915
0,32;-9,921
0,32;-9,924
0,32;-9,915
0,32;-9,912
0,32;-9,919
0,32;-9,946
0,32;-9,969
0,32;-9,958
0,32;-9,926
0,32;-9,906
0,32;-9,899
0,32;-9,903
0,32;-9,899
0,32;-9,894
0,32;-9,881
0,32;-9,890
0,32;-9,905
0,32;-9,906
0,32;-9,913
0,32;-9,906
0,32;-9,899
0,32;-9,885
0,32;-9,887
0,32;-9,892
0,32;-9,903
0,32;-9,910
0,32;-9,915
0,32;-9,910
0,32;-9,910
0,32;-9,922
0,32;-9,930
0,32;-9,944
0,32;-9,958
0,32;-9,951
0,32;-9,942
0,32;-9,935
0,32;-9,939
0,32;-9,939
0,32;-9,913
0,32;-9,885
0,32;-9,867
0,32;-9,876
0,32;-9,890
0,32;-9,849
0,32;-9,854
0,32;-9,863
0,32;-9,840
0,32;-9,863
0,32;-9,903
0,32;-9,908
0,32;-9,937
0,32;-9,921
0,32;-9,881
0,32;-9,876
0,32;-9,908
0,32;-9,919
0,32;-9,922
0,32;-9,888
0,32;-9,860
0,32;-9,831
0,32;-9,844
0,32;-9,883
0,32;-9,913
0,32;-9,933
0,32;-9,931
0,32;-9,928
0,32;-9,931
0,32;-9,939
0,32;-9,939
0,32;-9,946
0,32;-9,940
0,32;-9,962
0,32;-9,955
0,32;-9,933
0,32;-9,951
0,32;-9,981
0,32;-9,969
0,32;-9,937
0,32;-9,921
0,32;-9,937
0,32;-9,942
0,32;-9,947
0,32;-9,944
0,32;-9,924
0,32;-9,910
0,32;-9,872
0,32;-9,856
0,32;-9,867
0,32;-9,869
0,32;-9,742
0,32;-9,835
0,32;-9,776
0,32;-9,754
0,32;-9,745
0,32;-9,765
0,32;-9,795
0,32;-9,829
0,32;-9,812
0,32;-9,833
0,32;-9,817
0,32;-9,862
0,32;-9,908
0,32;-9,947
0,32;-9,973
0,32;-9,998
0,32;-10,010
0,32;-10,001
0,32;-9,994
0,32;-9,989
0,32;-9,971
0,32;-9,960
0,32;-9,969
0,32;-9,983
0,32;-10,005
0,32;-9,990
0,32;-9,937
0,32;-9,849
0,32;-9,763
0,32;-9,756
0,32;-9,763
0,32;-9,774
0,32;-9,794
0,32;-9,822
0,32;-9,826
0,32;-9,781
0,32;-9,727
0,32;-9,722
0,32;-9,753
0,32;-9,781
0,32;-9,831
0,32;-9,872
0,32;-9,913
0,32;-9,897
0,32;-9,849
0,32;-9,738
0,32;-9,729
0,32;-9,787
0,32;-9,779
0,32;-9,790
0,32;-9,794
0,32;-9,765
0,32;-9,803
0,32;-9,808
0,32;-9,795
0,32;-9,828
0,32;-9,867
0,32;-9,887
0,32;-9,937
0,32;-9,942
0,32;-9,924
0,32;-9,905
0,32;-9,888
0,32;-9,853
0,32;-9,835
0,32;-9,833
0,32;-9,835
0,32;-9,822
0,32;-9,797
0,32;-9,788
0,32;-9,774
0,32;-9,751
0,32;-9,758
0,32;-9,765
0,32;-9,785
0,32;-9,806
0,32;-9,835
0,32;-9,831
0,32;-9,820
0,32;-9,804
0,32;-9,799
0,32;-9,790
0,32;-9,787
0,32;-9,778
0,32;-9,711
0,32;-9,788
0,32;-9,729
0,32;-9,783
0,32;-9,785
0,32;-9,803
0,32;-9,801
0,32;-9,795
0,32;-9,765
0,32;-9,715
0,32;-9,758
0,32;-9,751
0,32;-9,829
0,32;-9,880
0,32;-9,854
0,32;-9,905
0,32;-9,880
0,32;-9,903
0,32;-9,937
0,32;-9,981
0,32;-10,006
0,32;-10,040
0,32;-10,035
0,32;-10,055
0,32;-10,055
0,32;-10,057
0,32;-10,074
0,32;-10,062
0,32;-10,042
0,32;-10,039
0,32;-10,026
0,32;-10,012
0,32;-10,005
0,32;-9,998
0,32;-10,008
0,32;-10,039
0,32;-10,044
0,32;-10,030
0,32;-10,006
0,32;-9,980
0,32;-9,953
0,32;-9,933
0,32;-9,917
0,32;-9,910
0,32;-9,903
0,32;-9,878
0,32;-9,863
0,32;-9,853
0,32;-9,854
0,32;-9,851
0,32;-9,844
0,32;-9,822
0,32;-9,813
0,32;-9,804
0,32;-9,794
0,32;-9,787
0,32;-9,804
0,32;-9,819
0,32;-9,842
0,32;-9,849
0,32;-9,840
0,32;-9,820
0,32;-9,829
0,32;-9,846
0,32;-9,862
0,32;-9,865
0,32;-9,842
0,32;-9,824
0,32;-9,808
0,32;-9,794
0,32;-9,785
0,32;-9,761
0,32;-9,738
0,32;-9,722
0,32;-9,719
0,32;-9,717
0,32;-9,717
0,32;-9,706
0,32;-9,694
0,32;-9,690
0,32;-9,692
0,32;-9,683
0,32;-9,683
0,32;-9,683
0,32;-9,681
0,32;-9,676
0,32;-9,676
0,32;-9,652
0,32;-9,618
0,32;-9,651
0,32;-9,663
0,32;-9,647
0,32;-9,622
0,32;-9,613
0,32;-9,636
0,32;-9,649
0,32;-9,634
0,32;-9,652
0,32;-9,685
0,32;-9,715
0,32;-9,715
0,32;-9,690
0,32;-9,661
0,32;-9,638
0,32;-9,583
0,32;-9,579
0,32;-9,645
0,32;-9,661
0,32;-9,720
0,32;-9,731
0,32;-9,715
0,32;-9,758
0,32;-9,733
0,32;-9,710
0,32;-9,713
0,32;-9,706
0,32;-9,697
0,32;-9,688
0,32;-9,677
0,32;-9,690
0,32;-9,697
0,32;-9,697
0,32;-9,699
0,32;-9,694
0,32;-9,708
0,32;-9,731
0,32;-9,753
0,32;-9,767
0,32;-9,779
0,32;-9,787
0,32;-9,812
0,32;-9,820
0,32;-9,819
0,32;-9,828
0,32;-9,824
0,32;-9,831
0,32;-9,838
0,32;-9,844
0,32;-9,844
0,32;-9,851
0,32;-9,862
0,32;-9,860
0,32;-9,860
0,32;-9,853
0,32;-9,849
0,32;-9,849
0,32;-9,874
0,32;-9,894
0,32;-9,897
0,32;-9,883
0,32;-9,887
0,32;-9,878
0,32;-9,885
0,32;-9,892
0,32;-9,905
0,32;-9,894
0,32;-9,901
0,32;-9,901
0,32;-9,906
0,32;-9,903
0,32;-9,906
0,32;-9,899
0,32;-9,896
0,32;-9,897
0,32;-9,915
0,32;-9,901
0,32;-9,888
0,32;-9,867
0,32;-9,860
0,32;-9,860
0,32;-9,874
0,32;-9,872
0,32;-9,917
0,32;-9,894
0,32;-9,922
0,32;-9,913
0,32;-9,915
0,32;-9,897
0,32;-9,896
0,32;-9,913
0,32;-9,953
0,32;-9,937
0,32;-9,960
0,32;-9,906
0,32;-9,940
0,32;-9,921
0,32;-9,946
0,32;-9,940
0,32;-9,956
0,32;-9,951
0,32;-9,935
0,32;-9,901
0,32;-9,885
0,32;-9,878
0,32;-9,892
0,32;-9,899
0,32;-9,949
0,32;-9,937
0,32;-9,937
0,32;-9,924
0,32;-9,903
0,32;-9,888
0,32;-9,896
0,32;-9,919
0,32;-9,942
0,32;-9,928
0,32;-9,887
0,32;-9,856
0,32;-9,863
0,32;-9,890
0,32;-9,947
0,32;-9,958
0,32;-9,962
0,32;-9,974
0,32;-9,973
0,32;-9,947
0,32;-9,946
0,32;-9,964
0,32;-9,983
0,32;-9,978
0,32;-9,962
0,32;-9,939
0,32;-9,908
0,32;-9,897
0,32;-9,910
0,32;-9,935
0,32;-9,928
0,32;-9,894
0,32;-9,867
0,32;-9,910
0,32;-9,949
0,32;-9,960
0,32;-9,906
0,32;-9,860
0,32;-9,813
0,32;-9,803
0,32;-9,822
0,32;-9,828
0,32;-9,819
0,32;-9,790
0,32;-9,774
0,32;-9,760
0,32;-9,772
0,32;-9,774
0,32;-9,783
0,32;-9,788
0,32;-9,806
0,32;-9,817
0,32;-9,801
0,32;-9,790
0,32;-9,772
0,32;-9,787
0,32;-9,817
0,32;-9,878
0,32;-9,899
0,32;-9,910
0,32;-9,917
0,32;-9,935
0,32;-9,953
0,32;-9,960
0,32;-9,987
0,32;-9,999
0,32;-9,992
0,32;-9,987
0,32;-9,978
0,32;-9,969
0,32;-9,964
0,32;-9,942
0,32;-9,940
0,32;-9,933
0,32;-9,946
0,32;-9,960
0,32;-9,985
0,32;-9,990
0,32;-9,990
0,32;-9,987
0,32;-9,987
0,32;-9,971
0,32;-9,953
0,32;-9,931
0,32;-9,931
0,32;-9,917
0,32;-9,930
0,32;-9,926
0,32;-9,910
0,32;-9,905
0,32;-9,935
0,32;-9,958
0,32;-9,951
0,32;-9,919
0,32;-9,896
0,32;-9,915
0,32;-9,958
0,32;-9,989
0,32;-9,978
0,32;-9,951
0,32;-9,890
0,32;-9,880
0,32;-9,881
0,32;-9,858
0,32;-9,880
0,32;-9,867
0,32;-9,867
0,32;-9,847
0,32;-9,847
0,32;-9,854
0,32;-9,892
0,32;-9,926
0,32;-9,922
0,32;-9,910
0,32;-9,874
0,32;-9,865
0,32;-9,867
0,32;-9,885
0,32;-9,908
0,32;-9,933
0,32;-9,956
0,32;-9,974
0,32;-9,990
0,32;-10,006
0,32;-10,012
0,32;-10,010
0,32;-9,998
0,32;-9,994
0,32;-9,998
0,32;-9,998
0,32;-9,989
0,32;-9,964
0,32;-9,953
0,32;-9,974
0,32;-10,008
0,32;-10,030
0,32;-10,040
0,32;-10,017
0,32;-10,019
0,32;-9,981
0,32;-9,976
0,32;-9,978
0,32;-10,010
0,32;-10,030
0,32;-10,044
0,32;-10,053
0,32;-10,044
0,32;-10,026
0,32;-10,010
0,32;-9,969
0,32;-9,940
0,32;-9,926
0,32;-9,949
0,32;-9,998
0,32;-10,028
0,32;-10,014
0,32;-9,967
0,32;-9,905
0,32;-9,883
0,32;-9,910
0,32;-9,953
0,32;-9,989
0,32;-9,985
0,32;-9,965
0,32;-9,958
0,32;-9,967
0,32;-9,969
0,32;-9,962
0,32;-9,931
0,32;-9,905
0,32;-9,878
0,32;-9,878
0,32;-9,880
0,32;-9,897
0,32;-9,901
0,32;-9,883
0,32;-9,862
0,32;-9,860
0,32;-9,853
0,32;-9,851
0,32;-9,856
0,32;-9,854
0,32;-9,838
0,32;-9,826
0,32;-9,812
0,32;-9,817
0,32;-9,826
0,32;-9,863
0,32;-9,881
0,32;-9,865
0,32;-9,817
0,32;-9,799
0,32;-9,817
0,32;-9,824
0,32;-9,842
0,32;-9,840
0,32;-9,828
0,32;-9,799
;-9,781
